Tile_ID,Long2,Lat2,Long1,Lat1,Mid_lat,Mid_long
635,-122.5087454,37.75794929,-122.5076053,37.75704568,37.757497,-122.508175
636,-122.5087454,37.75704568,-122.5076053,37.75614208,37.756594,-122.508175
637,-122.5087454,37.75614208,-122.5076053,37.75523847,37.75569,-122.508175
638,-122.5087454,37.75523847,-122.5076053,37.75433487,37.754787,-122.508175
639,-122.5087454,37.75433487,-122.5076053,37.75343126,37.753883,-122.508175
640,-122.5087454,37.75343126,-122.5076053,37.75252766,37.752979,-122.508175
641,-122.5087454,37.75252766,-122.5076053,37.75162405,37.752076,-122.508175
642,-122.5087454,37.75162405,-122.5076053,37.75072045,37.751172,-122.508175
643,-122.5087454,37.75072045,-122.5076053,37.74981684,37.750269,-122.508175
644,-122.5087454,37.74981684,-122.5076053,37.74891324,37.749365,-122.508175
645,-122.5087454,37.74891324,-122.5076053,37.74800963,37.748461,-122.508175
646,-122.5087454,37.74800963,-122.5076053,37.74710603,37.747558,-122.508175
647,-122.5087454,37.74710603,-122.5076053,37.74620242,37.746654,-122.508175
648,-122.5087454,37.74620242,-122.5076053,37.74529882,37.745751,-122.508175
649,-122.5087454,37.74529882,-122.5076053,37.74439521,37.744847,-122.508175
650,-122.5087454,37.74439521,-122.5076053,37.74349161,37.743943,-122.508175
651,-122.5087454,37.74349161,-122.5076053,37.742588,37.74304,-122.508175
652,-122.5087454,37.742588,-122.5076053,37.74168439,37.742136,-122.508175
719,-122.5076053,37.78596105,-122.5064652,37.78505745,37.785509,-122.507035
720,-122.5076053,37.78505745,-122.5064652,37.78415384,37.784606,-122.507035
721,-122.5076053,37.78415384,-122.5064652,37.78325024,37.783702,-122.507035
722,-122.5076053,37.78325024,-122.5064652,37.78234663,37.782798,-122.507035
723,-122.5076053,37.78234663,-122.5064652,37.78144303,37.781895,-122.507035
724,-122.5076053,37.78144303,-122.5064652,37.78053942,37.780991,-122.507035
725,-122.5076053,37.78053942,-122.5064652,37.77963582,37.780088,-122.507035
726,-122.5076053,37.77963582,-122.5064652,37.77873221,37.779184,-122.507035
727,-122.5076053,37.77873221,-122.5064652,37.77782861,37.77828,-122.507035
728,-122.5076053,37.77782861,-122.5064652,37.776925,37.777377,-122.507035
729,-122.5076053,37.776925,-122.5064652,37.77602139,37.776473,-122.507035
730,-122.5076053,37.77602139,-122.5064652,37.77511779,37.77557,-122.507035
731,-122.5076053,37.77511779,-122.5064652,37.77421418,37.774666,-122.507035
732,-122.5076053,37.77421418,-122.5064652,37.77331058,37.773762,-122.507035
733,-122.5076053,37.77331058,-122.5064652,37.77240697,37.772859,-122.507035
734,-122.5076053,37.77240697,-122.5064652,37.77150337,37.771955,-122.507035
735,-122.5076053,37.77150337,-122.5064652,37.77059976,37.771052,-122.507035
737,-122.5076053,37.76969616,-122.5064652,37.76879255,37.769244,-122.507035
738,-122.5076053,37.76879255,-122.5064652,37.76788895,37.768341,-122.507035
739,-122.5076053,37.76788895,-122.5064652,37.76698534,37.767437,-122.507035
740,-122.5076053,37.76698534,-122.5064652,37.76608174,37.766534,-122.507035
741,-122.5076053,37.76608174,-122.5064652,37.76517813,37.76563,-122.507035
742,-122.5076053,37.76517813,-122.5064652,37.76427453,37.764726,-122.507035
743,-122.5076053,37.76427453,-122.5064652,37.76337092,37.763823,-122.507035
744,-122.5076053,37.76337092,-122.5064652,37.76246732,37.762919,-122.507035
745,-122.5076053,37.76246732,-122.5064652,37.76156371,37.762016,-122.507035
746,-122.5076053,37.76156371,-122.5064652,37.76066011,37.761112,-122.507035
747,-122.5076053,37.76066011,-122.5064652,37.7597565,37.760208,-122.507035
748,-122.5076053,37.7597565,-122.5064652,37.75885289,37.759305,-122.507035
749,-122.5076053,37.75885289,-122.5064652,37.75794929,37.758401,-122.507035
750,-122.5076053,37.75794929,-122.5064652,37.75704568,37.757497,-122.507035
751,-122.5076053,37.75704568,-122.5064652,37.75614208,37.756594,-122.507035
752,-122.5076053,37.75614208,-122.5064652,37.75523847,37.75569,-122.507035
753,-122.5076053,37.75523847,-122.5064652,37.75433487,37.754787,-122.507035
754,-122.5076053,37.75433487,-122.5064652,37.75343126,37.753883,-122.507035
755,-122.5076053,37.75343126,-122.5064652,37.75252766,37.752979,-122.507035
756,-122.5076053,37.75252766,-122.5064652,37.75162405,37.752076,-122.507035
757,-122.5076053,37.75162405,-122.5064652,37.75072045,37.751172,-122.507035
758,-122.5076053,37.75072045,-122.5064652,37.74981684,37.750269,-122.507035
759,-122.5076053,37.74981684,-122.5064652,37.74891324,37.749365,-122.507035
760,-122.5076053,37.74891324,-122.5064652,37.74800963,37.748461,-122.507035
761,-122.5076053,37.74800963,-122.5064652,37.74710603,37.747558,-122.507035
762,-122.5076053,37.74710603,-122.5064652,37.74620242,37.746654,-122.507035
763,-122.5076053,37.74620242,-122.5064652,37.74529882,37.745751,-122.507035
764,-122.5076053,37.74529882,-122.5064652,37.74439521,37.744847,-122.507035
765,-122.5076053,37.74439521,-122.5064652,37.74349161,37.743943,-122.507035
766,-122.5076053,37.74349161,-122.5064652,37.742588,37.74304,-122.507035
767,-122.5076053,37.742588,-122.5064652,37.74168439,37.742136,-122.507035
768,-122.5076053,37.74168439,-122.5064652,37.74078079,37.741233,-122.507035
769,-122.5076053,37.74078079,-122.5064652,37.73987718,37.740329,-122.507035
770,-122.5076053,37.73987718,-122.5064652,37.73897358,37.739425,-122.507035
771,-122.5076053,37.73897358,-122.5064652,37.73806997,37.738522,-122.507035
772,-122.5076053,37.73806997,-122.5064652,37.73716637,37.737618,-122.507035
773,-122.5076053,37.73716637,-122.5064652,37.73626276,37.736715,-122.507035
774,-122.5076053,37.73626276,-122.5064652,37.73535916,37.735811,-122.507035
775,-122.5076053,37.73535916,-122.5064652,37.73445555,37.734907,-122.507035
776,-122.5076053,37.73445555,-122.5064652,37.73355195,37.734004,-122.507035
777,-122.5076053,37.73355195,-122.5064652,37.73264834,37.7331,-122.507035
778,-122.5076053,37.73264834,-122.5064652,37.73174474,37.732197,-122.507035
779,-122.5076053,37.73174474,-122.5064652,37.73084113,37.731293,-122.507035
780,-122.5076053,37.73084113,-122.5064652,37.72993753,37.730389,-122.507035
781,-122.5076053,37.72993753,-122.5064652,37.72903392,37.729486,-122.507035
782,-122.5076053,37.72903392,-122.5064652,37.72813032,37.728582,-122.507035
783,-122.5076053,37.72813032,-122.5064652,37.72722671,37.727679,-122.507035
832,-122.5064652,37.78776826,-122.5053251,37.78686466,37.787316,-122.505895
833,-122.5064652,37.78686466,-122.5053251,37.78596105,37.786413,-122.505895
834,-122.5064652,37.78596105,-122.5053251,37.78505745,37.785509,-122.505895
836,-122.5064652,37.78415384,-122.5053251,37.78325024,37.783702,-122.505895
837,-122.5064652,37.78325024,-122.5053251,37.78234663,37.782798,-122.505895
838,-122.5064652,37.78234663,-122.5053251,37.78144303,37.781895,-122.505895
839,-122.5064652,37.78144303,-122.5053251,37.78053942,37.780991,-122.505895
840,-122.5064652,37.78053942,-122.5053251,37.77963582,37.780088,-122.505895
841,-122.5064652,37.77963582,-122.5053251,37.77873221,37.779184,-122.505895
842,-122.5064652,37.77873221,-122.5053251,37.77782861,37.77828,-122.505895
843,-122.5064652,37.77782861,-122.5053251,37.776925,37.777377,-122.505895
844,-122.5064652,37.776925,-122.5053251,37.77602139,37.776473,-122.505895
845,-122.5064652,37.77602139,-122.5053251,37.77511779,37.77557,-122.505895
846,-122.5064652,37.77511779,-122.5053251,37.77421418,37.774666,-122.505895
847,-122.5064652,37.77421418,-122.5053251,37.77331058,37.773762,-122.505895
848,-122.5064652,37.77331058,-122.5053251,37.77240697,37.772859,-122.505895
849,-122.5064652,37.77240697,-122.5053251,37.77150337,37.771955,-122.505895
855,-122.5064652,37.76698534,-122.5053251,37.76608174,37.766534,-122.505895
856,-122.5064652,37.76608174,-122.5053251,37.76517813,37.76563,-122.505895
858,-122.5064652,37.76427453,-122.5053251,37.76337092,37.763823,-122.505895
859,-122.5064652,37.76337092,-122.5053251,37.76246732,37.762919,-122.505895
860,-122.5064652,37.76246732,-122.5053251,37.76156371,37.762016,-122.505895
861,-122.5064652,37.76156371,-122.5053251,37.76066011,37.761112,-122.505895
862,-122.5064652,37.76066011,-122.5053251,37.7597565,37.760208,-122.505895
863,-122.5064652,37.7597565,-122.5053251,37.75885289,37.759305,-122.505895
864,-122.5064652,37.75885289,-122.5053251,37.75794929,37.758401,-122.505895
865,-122.5064652,37.75794929,-122.5053251,37.75704568,37.757497,-122.505895
866,-122.5064652,37.75704568,-122.5053251,37.75614208,37.756594,-122.505895
867,-122.5064652,37.75614208,-122.5053251,37.75523847,37.75569,-122.505895
868,-122.5064652,37.75523847,-122.5053251,37.75433487,37.754787,-122.505895
869,-122.5064652,37.75433487,-122.5053251,37.75343126,37.753883,-122.505895
870,-122.5064652,37.75343126,-122.5053251,37.75252766,37.752979,-122.505895
871,-122.5064652,37.75252766,-122.5053251,37.75162405,37.752076,-122.505895
872,-122.5064652,37.75162405,-122.5053251,37.75072045,37.751172,-122.505895
873,-122.5064652,37.75072045,-122.5053251,37.74981684,37.750269,-122.505895
874,-122.5064652,37.74981684,-122.5053251,37.74891324,37.749365,-122.505895
875,-122.5064652,37.74891324,-122.5053251,37.74800963,37.748461,-122.505895
876,-122.5064652,37.74800963,-122.5053251,37.74710603,37.747558,-122.505895
877,-122.5064652,37.74710603,-122.5053251,37.74620242,37.746654,-122.505895
878,-122.5064652,37.74620242,-122.5053251,37.74529882,37.745751,-122.505895
879,-122.5064652,37.74529882,-122.5053251,37.74439521,37.744847,-122.505895
880,-122.5064652,37.74439521,-122.5053251,37.74349161,37.743943,-122.505895
881,-122.5064652,37.74349161,-122.5053251,37.742588,37.74304,-122.505895
882,-122.5064652,37.742588,-122.5053251,37.74168439,37.742136,-122.505895
883,-122.5064652,37.74168439,-122.5053251,37.74078079,37.741233,-122.505895
884,-122.5064652,37.74078079,-122.5053251,37.73987718,37.740329,-122.505895
885,-122.5064652,37.73987718,-122.5053251,37.73897358,37.739425,-122.505895
886,-122.5064652,37.73897358,-122.5053251,37.73806997,37.738522,-122.505895
887,-122.5064652,37.73806997,-122.5053251,37.73716637,37.737618,-122.505895
888,-122.5064652,37.73716637,-122.5053251,37.73626276,37.736715,-122.505895
889,-122.5064652,37.73626276,-122.5053251,37.73535916,37.735811,-122.505895
896,-122.5064652,37.72993753,-122.5053251,37.72903392,37.729486,-122.505895
897,-122.5064652,37.72903392,-122.5053251,37.72813032,37.728582,-122.505895
898,-122.5064652,37.72813032,-122.5053251,37.72722671,37.727679,-122.505895
899,-122.5064652,37.72722671,-122.5053251,37.72632311,37.726775,-122.505895
947,-122.5053251,37.78776826,-122.504185,37.78686466,37.787316,-122.504755
948,-122.5053251,37.78686466,-122.504185,37.78596105,37.786413,-122.504755
952,-122.5053251,37.78325024,-122.504185,37.78234663,37.782798,-122.504755
953,-122.5053251,37.78234663,-122.504185,37.78144303,37.781895,-122.504755
954,-122.5053251,37.78144303,-122.504185,37.78053942,37.780991,-122.504755
955,-122.5053251,37.78053942,-122.504185,37.77963582,37.780088,-122.504755
956,-122.5053251,37.77963582,-122.504185,37.77873221,37.779184,-122.504755
957,-122.5053251,37.77873221,-122.504185,37.77782861,37.77828,-122.504755
958,-122.5053251,37.77782861,-122.504185,37.776925,37.777377,-122.504755
959,-122.5053251,37.776925,-122.504185,37.77602139,37.776473,-122.504755
960,-122.5053251,37.77602139,-122.504185,37.77511779,37.77557,-122.504755
961,-122.5053251,37.77511779,-122.504185,37.77421418,37.774666,-122.504755
962,-122.5053251,37.77421418,-122.504185,37.77331058,37.773762,-122.504755
963,-122.5053251,37.77331058,-122.504185,37.77240697,37.772859,-122.504755
964,-122.5053251,37.77240697,-122.504185,37.77150337,37.771955,-122.504755
969,-122.5053251,37.76788895,-122.504185,37.76698534,37.767437,-122.504755
970,-122.5053251,37.76698534,-122.504185,37.76608174,37.766534,-122.504755
971,-122.5053251,37.76608174,-122.504185,37.76517813,37.76563,-122.504755
972,-122.5053251,37.76517813,-122.504185,37.76427453,37.764726,-122.504755
973,-122.5053251,37.76427453,-122.504185,37.76337092,37.763823,-122.504755
974,-122.5053251,37.76337092,-122.504185,37.76246732,37.762919,-122.504755
975,-122.5053251,37.76246732,-122.504185,37.76156371,37.762016,-122.504755
976,-122.5053251,37.76156371,-122.504185,37.76066011,37.761112,-122.504755
977,-122.5053251,37.76066011,-122.504185,37.7597565,37.760208,-122.504755
978,-122.5053251,37.7597565,-122.504185,37.75885289,37.759305,-122.504755
979,-122.5053251,37.75885289,-122.504185,37.75794929,37.758401,-122.504755
980,-122.5053251,37.75794929,-122.504185,37.75704568,37.757497,-122.504755
981,-122.5053251,37.75704568,-122.504185,37.75614208,37.756594,-122.504755
982,-122.5053251,37.75614208,-122.504185,37.75523847,37.75569,-122.504755
983,-122.5053251,37.75523847,-122.504185,37.75433487,37.754787,-122.504755
984,-122.5053251,37.75433487,-122.504185,37.75343126,37.753883,-122.504755
985,-122.5053251,37.75343126,-122.504185,37.75252766,37.752979,-122.504755
986,-122.5053251,37.75252766,-122.504185,37.75162405,37.752076,-122.504755
987,-122.5053251,37.75162405,-122.504185,37.75072045,37.751172,-122.504755
988,-122.5053251,37.75072045,-122.504185,37.74981684,37.750269,-122.504755
989,-122.5053251,37.74981684,-122.504185,37.74891324,37.749365,-122.504755
990,-122.5053251,37.74891324,-122.504185,37.74800963,37.748461,-122.504755
991,-122.5053251,37.74800963,-122.504185,37.74710603,37.747558,-122.504755
992,-122.5053251,37.74710603,-122.504185,37.74620242,37.746654,-122.504755
993,-122.5053251,37.74620242,-122.504185,37.74529882,37.745751,-122.504755
994,-122.5053251,37.74529882,-122.504185,37.74439521,37.744847,-122.504755
995,-122.5053251,37.74439521,-122.504185,37.74349161,37.743943,-122.504755
996,-122.5053251,37.74349161,-122.504185,37.742588,37.74304,-122.504755
997,-122.5053251,37.742588,-122.504185,37.74168439,37.742136,-122.504755
998,-122.5053251,37.74168439,-122.504185,37.74078079,37.741233,-122.504755
999,-122.5053251,37.74078079,-122.504185,37.73987718,37.740329,-122.504755
1000,-122.5053251,37.73987718,-122.504185,37.73897358,37.739425,-122.504755
1001,-122.5053251,37.73897358,-122.504185,37.73806997,37.738522,-122.504755
1002,-122.5053251,37.73806997,-122.504185,37.73716637,37.737618,-122.504755
1003,-122.5053251,37.73716637,-122.504185,37.73626276,37.736715,-122.504755
1004,-122.5053251,37.73626276,-122.504185,37.73535916,37.735811,-122.504755
1014,-122.5053251,37.72722671,-122.504185,37.72632311,37.726775,-122.504755
1015,-122.5053251,37.72632311,-122.504185,37.7254195,37.725871,-122.504755
1062,-122.504185,37.78776826,-122.5030448,37.78686466,37.787316,-122.503615
1067,-122.504185,37.78325024,-122.5030448,37.78234663,37.782798,-122.503615
1068,-122.504185,37.78234663,-122.5030448,37.78144303,37.781895,-122.503615
1069,-122.504185,37.78144303,-122.5030448,37.78053942,37.780991,-122.503615
1070,-122.504185,37.78053942,-122.5030448,37.77963582,37.780088,-122.503615
1071,-122.504185,37.77963582,-122.5030448,37.77873221,37.779184,-122.503615
1072,-122.504185,37.77873221,-122.5030448,37.77782861,37.77828,-122.503615
1073,-122.504185,37.77782861,-122.5030448,37.776925,37.777377,-122.503615
1074,-122.504185,37.776925,-122.5030448,37.77602139,37.776473,-122.503615
1075,-122.504185,37.77602139,-122.5030448,37.77511779,37.77557,-122.503615
1076,-122.504185,37.77511779,-122.5030448,37.77421418,37.774666,-122.503615
1077,-122.504185,37.77421418,-122.5030448,37.77331058,37.773762,-122.503615
1078,-122.504185,37.77331058,-122.5030448,37.77240697,37.772859,-122.503615
1079,-122.504185,37.77240697,-122.5030448,37.77150337,37.771955,-122.503615
1080,-122.504185,37.77150337,-122.5030448,37.77059976,37.771052,-122.503615
1081,-122.504185,37.77059976,-122.5030448,37.76969616,37.770148,-122.503615
1082,-122.504185,37.76969616,-122.5030448,37.76879255,37.769244,-122.503615
1084,-122.504185,37.76788895,-122.5030448,37.76698534,37.767437,-122.503615
1086,-122.504185,37.76608174,-122.5030448,37.76517813,37.76563,-122.503615
1087,-122.504185,37.76517813,-122.5030448,37.76427453,37.764726,-122.503615
1088,-122.504185,37.76427453,-122.5030448,37.76337092,37.763823,-122.503615
1089,-122.504185,37.76337092,-122.5030448,37.76246732,37.762919,-122.503615
1090,-122.504185,37.76246732,-122.5030448,37.76156371,37.762016,-122.503615
1091,-122.504185,37.76156371,-122.5030448,37.76066011,37.761112,-122.503615
1092,-122.504185,37.76066011,-122.5030448,37.7597565,37.760208,-122.503615
1093,-122.504185,37.7597565,-122.5030448,37.75885289,37.759305,-122.503615
1094,-122.504185,37.75885289,-122.5030448,37.75794929,37.758401,-122.503615
1095,-122.504185,37.75794929,-122.5030448,37.75704568,37.757497,-122.503615
1096,-122.504185,37.75704568,-122.5030448,37.75614208,37.756594,-122.503615
1097,-122.504185,37.75614208,-122.5030448,37.75523847,37.75569,-122.503615
1098,-122.504185,37.75523847,-122.5030448,37.75433487,37.754787,-122.503615
1099,-122.504185,37.75433487,-122.5030448,37.75343126,37.753883,-122.503615
1100,-122.504185,37.75343126,-122.5030448,37.75252766,37.752979,-122.503615
1101,-122.504185,37.75252766,-122.5030448,37.75162405,37.752076,-122.503615
1102,-122.504185,37.75162405,-122.5030448,37.75072045,37.751172,-122.503615
1103,-122.504185,37.75072045,-122.5030448,37.74981684,37.750269,-122.503615
1104,-122.504185,37.74981684,-122.5030448,37.74891324,37.749365,-122.503615
1105,-122.504185,37.74891324,-122.5030448,37.74800963,37.748461,-122.503615
1106,-122.504185,37.74800963,-122.5030448,37.74710603,37.747558,-122.503615
1107,-122.504185,37.74710603,-122.5030448,37.74620242,37.746654,-122.503615
1108,-122.504185,37.74620242,-122.5030448,37.74529882,37.745751,-122.503615
1109,-122.504185,37.74529882,-122.5030448,37.74439521,37.744847,-122.503615
1110,-122.504185,37.74439521,-122.5030448,37.74349161,37.743943,-122.503615
1111,-122.504185,37.74349161,-122.5030448,37.742588,37.74304,-122.503615
1112,-122.504185,37.742588,-122.5030448,37.74168439,37.742136,-122.503615
1113,-122.504185,37.74168439,-122.5030448,37.74078079,37.741233,-122.503615
1114,-122.504185,37.74078079,-122.5030448,37.73987718,37.740329,-122.503615
1115,-122.504185,37.73987718,-122.5030448,37.73897358,37.739425,-122.503615
1116,-122.504185,37.73897358,-122.5030448,37.73806997,37.738522,-122.503615
1117,-122.504185,37.73806997,-122.5030448,37.73716637,37.737618,-122.503615
1118,-122.504185,37.73716637,-122.5030448,37.73626276,37.736715,-122.503615
1119,-122.504185,37.73626276,-122.5030448,37.73535916,37.735811,-122.503615
1130,-122.504185,37.72632311,-122.5030448,37.7254195,37.725871,-122.503615
1131,-122.504185,37.7254195,-122.5030448,37.72451589,37.724968,-122.503615
1132,-122.504185,37.72451589,-122.5030448,37.72361229,37.724064,-122.503615
1177,-122.5030448,37.78776826,-122.5019047,37.78686466,37.787316,-122.502475
1180,-122.5030448,37.78505745,-122.5019047,37.78415384,37.784606,-122.502475
1183,-122.5030448,37.78234663,-122.5019047,37.78144303,37.781895,-122.502475
1184,-122.5030448,37.78144303,-122.5019047,37.78053942,37.780991,-122.502475
1185,-122.5030448,37.78053942,-122.5019047,37.77963582,37.780088,-122.502475
1186,-122.5030448,37.77963582,-122.5019047,37.77873221,37.779184,-122.502475
1187,-122.5030448,37.77873221,-122.5019047,37.77782861,37.77828,-122.502475
1188,-122.5030448,37.77782861,-122.5019047,37.776925,37.777377,-122.502475
