,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long
112,112,37.70915460526315,37.71005821052631,-122.39017336231885,-122.39131347826087,37.709606,-122.390743
113,113,37.70915460526315,37.71005821052631,-122.39131347826087,-122.3924535942029,37.709606,-122.391884
114,114,37.70915460526315,37.71005821052631,-122.3924535942029,-122.39359371014493,37.709606,-122.393024
115,115,37.70915460526315,37.71005821052631,-122.39359371014493,-122.39473382608696,37.709606,-122.394164
116,116,37.70915460526315,37.71005821052631,-122.39473382608696,-122.39587394202898,37.709606,-122.395304
117,117,37.70915460526315,37.71005821052631,-122.39587394202898,-122.39701405797102,37.709606,-122.396444
118,118,37.70915460526315,37.71005821052631,-122.39701405797102,-122.39815417391306,37.709606,-122.397584
119,119,37.70915460526315,37.71005821052631,-122.39815417391306,-122.39929428985508,37.709606,-122.398724
120,120,37.70915460526315,37.71005821052631,-122.39929428985508,-122.40043440579711,37.709606,-122.399864
121,121,37.70915460526315,37.71005821052631,-122.40043440579711,-122.40157452173914,37.709606,-122.401004
122,122,37.70915460526315,37.71005821052631,-122.40157452173914,-122.40271463768117,37.709606,-122.402145
123,123,37.70915460526315,37.71005821052631,-122.40271463768117,-122.4038547536232,37.709606,-122.403285
124,124,37.70915460526315,37.71005821052631,-122.4038547536232,-122.40499486956523,37.709606,-122.404425
125,125,37.70915460526315,37.71005821052631,-122.40499486956523,-122.40613498550725,37.709606,-122.405565
126,126,37.70915460526315,37.71005821052631,-122.40613498550725,-122.40727510144929,37.709606,-122.406705
127,127,37.70915460526315,37.71005821052631,-122.40727510144929,-122.40841521739131,37.709606,-122.407845
128,128,37.70915460526315,37.71005821052631,-122.40841521739131,-122.40955533333334,37.709606,-122.408985
129,129,37.70915460526315,37.71005821052631,-122.40955533333334,-122.41069544927537,37.709606,-122.410125
130,130,37.70915460526315,37.71005821052631,-122.41069544927537,-122.4118355652174,37.709606,-122.411266
131,131,37.70915460526315,37.71005821052631,-122.4118355652174,-122.41297568115942,37.709606,-122.412406
132,132,37.70915460526315,37.71005821052631,-122.41297568115942,-122.41411579710146,37.709606,-122.413546
133,133,37.70915460526315,37.71005821052631,-122.41411579710146,-122.41525591304348,37.709606,-122.414686
134,134,37.70915460526315,37.71005821052631,-122.41525591304348,-122.41639602898552,37.709606,-122.415826
135,135,37.70915460526315,37.71005821052631,-122.41639602898552,-122.41753614492754,37.709606,-122.416966
136,136,37.70915460526315,37.71005821052631,-122.41753614492754,-122.41867626086957,37.709606,-122.418106
137,137,37.70915460526315,37.71005821052631,-122.41867626086957,-122.4198163768116,37.709606,-122.419246
138,138,37.70915460526315,37.71005821052631,-122.4198163768116,-122.42095649275363,37.709606,-122.420386
139,139,37.70915460526315,37.71005821052631,-122.42095649275363,-122.42209660869565,37.709606,-122.421527
140,140,37.70915460526315,37.71005821052631,-122.42209660869565,-122.42323672463769,37.709606,-122.422667
141,141,37.70915460526315,37.71005821052631,-122.42323672463769,-122.42437684057971,37.709606,-122.423807
142,142,37.70915460526315,37.71005821052631,-122.42437684057971,-122.42551695652175,37.709606,-122.424947
143,143,37.70915460526315,37.71005821052631,-122.42551695652175,-122.42665707246377,37.709606,-122.426087
144,144,37.70915460526315,37.71005821052631,-122.42665707246377,-122.4277971884058,37.709606,-122.427227
145,145,37.70915460526315,37.71005821052631,-122.4277971884058,-122.42893730434783,37.709606,-122.428367
146,146,37.70915460526315,37.71005821052631,-122.42893730434783,-122.43007742028986,37.709606,-122.429507
147,147,37.70915460526315,37.71005821052631,-122.43007742028986,-122.43121753623188,37.709606,-122.430647
148,148,37.70915460526315,37.71005821052631,-122.43121753623188,-122.43235765217392,37.709606,-122.431788
149,149,37.70915460526315,37.71005821052631,-122.43235765217392,-122.43349776811594,37.709606,-122.432928
150,150,37.70915460526315,37.71005821052631,-122.43349776811594,-122.43463788405798,37.709606,-122.434068
151,151,37.70915460526315,37.71005821052631,-122.43463788405798,-122.435778,37.709606,-122.435208
152,152,37.70915460526315,37.71005821052631,-122.435778,-122.43691811594204,37.709606,-122.436348
153,153,37.70915460526315,37.71005821052631,-122.43691811594204,-122.43805823188407,37.709606,-122.437488
154,154,37.70915460526315,37.71005821052631,-122.43805823188407,-122.43919834782609,37.709606,-122.438628
155,155,37.70915460526315,37.71005821052631,-122.43919834782609,-122.44033846376813,37.709606,-122.439768
156,156,37.70915460526315,37.71005821052631,-122.44033846376813,-122.44147857971015,37.709606,-122.440909
157,157,37.70915460526315,37.71005821052631,-122.44147857971015,-122.44261869565219,37.709606,-122.442049
158,158,37.70915460526315,37.71005821052631,-122.44261869565219,-122.44375881159421,37.709606,-122.443189
159,159,37.70915460526315,37.71005821052631,-122.44375881159421,-122.44489892753624,37.709606,-122.444329
160,160,37.70915460526315,37.71005821052631,-122.44489892753624,-122.44603904347827,37.709606,-122.445469
161,161,37.70915460526315,37.71005821052631,-122.44603904347827,-122.4471791594203,37.709606,-122.446609
162,162,37.70915460526315,37.71005821052631,-122.4471791594203,-122.44831927536232,37.709606,-122.447749
163,163,37.70915460526315,37.71005821052631,-122.44831927536232,-122.44945939130436,37.709606,-122.448889
164,164,37.70915460526315,37.71005821052631,-122.44945939130436,-122.45059950724638,37.709606,-122.450029
165,165,37.70915460526315,37.71005821052631,-122.45059950724638,-122.45173962318842,37.709606,-122.45117
166,166,37.70915460526315,37.71005821052631,-122.45173962318842,-122.45287973913044,37.709606,-122.45231
167,167,37.70915460526315,37.71005821052631,-122.45287973913044,-122.45401985507247,37.709606,-122.45345
168,168,37.70915460526315,37.71005821052631,-122.45401985507247,-122.4551599710145,37.709606,-122.45459
169,169,37.70915460526315,37.71005821052631,-122.4551599710145,-122.45630008695653,37.709606,-122.45573
170,170,37.70915460526315,37.71005821052631,-122.45630008695653,-122.45744020289855,37.709606,-122.45687
171,171,37.70915460526315,37.71005821052631,-122.45744020289855,-122.45858031884059,37.709606,-122.45801
172,172,37.70915460526315,37.71005821052631,-122.45858031884059,-122.45972043478261,37.709606,-122.45915
173,173,37.70915460526315,37.71005821052631,-122.45972043478261,-122.46086055072465,37.709606,-122.46029
174,174,37.70915460526315,37.71005821052631,-122.46086055072465,-122.46200066666667,37.709606,-122.461431
175,175,37.70915460526315,37.71005821052631,-122.46200066666667,-122.4631407826087,37.709606,-122.462571
176,176,37.70915460526315,37.71005821052631,-122.4631407826087,-122.46428089855073,37.709606,-122.463711
177,177,37.70915460526315,37.71005821052631,-122.46428089855073,-122.46542101449276,37.709606,-122.464851
178,178,37.70915460526315,37.71005821052631,-122.46542101449276,-122.46656113043478,37.709606,-122.465991
179,179,37.70915460526315,37.71005821052631,-122.46656113043478,-122.46770124637682,37.709606,-122.467131
180,180,37.70915460526315,37.71005821052631,-122.46770124637682,-122.46884136231884,37.709606,-122.468271
181,181,37.70915460526315,37.71005821052631,-122.46884136231884,-122.46998147826088,37.709606,-122.469411
182,182,37.70915460526315,37.71005821052631,-122.46998147826088,-122.4711215942029,37.709606,-122.470552
183,183,37.70915460526315,37.71005821052631,-122.4711215942029,-122.47226171014493,37.709606,-122.471692
184,184,37.70915460526315,37.71005821052631,-122.47226171014493,-122.47340182608696,37.709606,-122.472832
185,185,37.70915460526315,37.71005821052631,-122.47340182608696,-122.47454194202899,37.709606,-122.473972
186,186,37.70915460526315,37.71005821052631,-122.47454194202899,-122.47568205797103,37.709606,-122.475112
187,187,37.70915460526315,37.71005821052631,-122.47568205797103,-122.47682217391305,37.709606,-122.476252
188,188,37.70915460526315,37.71005821052631,-122.47682217391305,-122.47796228985509,37.709606,-122.477392
189,189,37.70915460526315,37.71005821052631,-122.47796228985509,-122.47910240579711,37.709606,-122.478532
190,190,37.70915460526315,37.71005821052631,-122.47910240579711,-122.48024252173914,37.709606,-122.479672
191,191,37.70915460526315,37.71005821052631,-122.48024252173914,-122.48138263768116,37.709606,-122.480813
192,192,37.70915460526315,37.71005821052631,-122.48138263768116,-122.4825227536232,37.709606,-122.481953
193,193,37.70915460526315,37.71005821052631,-122.4825227536232,-122.48366286956522,37.709606,-122.483093
194,194,37.70915460526315,37.71005821052631,-122.48366286956522,-122.48480298550726,37.709606,-122.484233
195,195,37.70915460526315,37.71005821052631,-122.48480298550726,-122.48594310144928,37.709606,-122.485373
196,196,37.70915460526315,37.71005821052631,-122.48594310144928,-122.48708321739132,37.709606,-122.486513
197,197,37.70915460526315,37.71005821052631,-122.48708321739132,-122.48822333333334,37.709606,-122.487653
198,198,37.70915460526315,37.71005821052631,-122.48822333333334,-122.48936344927537,37.709606,-122.488793
199,199,37.70915460526315,37.71005821052631,-122.48936344927537,-122.4905035652174,37.709606,-122.489934
200,200,37.70915460526315,37.71005821052631,-122.4905035652174,-122.49164368115943,37.709606,-122.491074
201,201,37.70915460526315,37.71005821052631,-122.49164368115943,-122.49278379710145,37.709606,-122.492214
202,202,37.70915460526315,37.71005821052631,-122.49278379710145,-122.49392391304349,37.709606,-122.493354
203,203,37.70915460526315,37.71005821052631,-122.49392391304349,-122.49506402898551,37.709606,-122.494494
204,204,37.70915460526315,37.71005821052631,-122.49506402898551,-122.49620414492755,37.709606,-122.495634
205,205,37.70915460526315,37.71005821052631,-122.49620414492755,-122.49734426086957,37.709606,-122.496774
206,206,37.70915460526315,37.71005821052631,-122.49734426086957,-122.4984843768116,37.709606,-122.497914
207,207,37.70915460526315,37.71005821052631,-122.4984843768116,-122.49962449275363,37.709606,-122.499054
208,208,37.70915460526315,37.71005821052631,-122.49962449275363,-122.50076460869566,37.709606,-122.500195
209,209,37.70915460526315,37.71005821052631,-122.50076460869566,-122.50190472463768,37.709606,-122.501335
210,210,37.70915460526315,37.71005821052631,-122.50190472463768,-122.50304484057972,37.709606,-122.502475
211,211,37.70915460526315,37.71005821052631,-122.50304484057972,-122.50418495652174,37.709606,-122.503615
212,212,37.71005821052631,37.710961815789474,-122.37763208695652,-122.37877220289856,37.71051,-122.378202
213,213,37.71005821052631,37.710961815789474,-122.37877220289856,-122.37991231884058,37.71051,-122.379342
214,214,37.71005821052631,37.710961815789474,-122.37991231884058,-122.38105243478262,37.71051,-122.380482
215,215,37.71005821052631,37.710961815789474,-122.38105243478262,-122.38219255072464,37.71051,-122.381622
216,216,37.71005821052631,37.710961815789474,-122.38219255072464,-122.38333266666667,37.71051,-122.382763
217,217,37.71005821052631,37.710961815789474,-122.38333266666667,-122.3844727826087,37.71051,-122.383903
218,218,37.71005821052631,37.710961815789474,-122.3844727826087,-122.38561289855073,37.71051,-122.385043
219,219,37.71005821052631,37.710961815789474,-122.38561289855073,-122.38675301449275,37.71051,-122.386183
220,220,37.71005821052631,37.710961815789474,-122.38675301449275,-122.38789313043479,37.71051,-122.387323
221,221,37.71005821052631,37.710961815789474,-122.38789313043479,-122.38903324637681,37.71051,-122.388463
222,222,37.71005821052631,37.710961815789474,-122.38903324637681,-122.39017336231885,37.71051,-122.389603
223,223,37.71005821052631,37.710961815789474,-122.39017336231885,-122.39131347826087,37.71051,-122.390743
224,224,37.71005821052631,37.710961815789474,-122.39131347826087,-122.3924535942029,37.71051,-122.391884
225,225,37.71005821052631,37.710961815789474,-122.3924535942029,-122.39359371014493,37.71051,-122.393024
226,226,37.71005821052631,37.710961815789474,-122.39359371014493,-122.39473382608696,37.71051,-122.394164
227,227,37.71005821052631,37.710961815789474,-122.39473382608696,-122.39587394202898,37.71051,-122.395304
228,228,37.71005821052631,37.710961815789474,-122.39587394202898,-122.39701405797102,37.71051,-122.396444
229,229,37.71005821052631,37.710961815789474,-122.39701405797102,-122.39815417391306,37.71051,-122.397584
230,230,37.71005821052631,37.710961815789474,-122.39815417391306,-122.39929428985508,37.71051,-122.398724
231,231,37.71005821052631,37.710961815789474,-122.39929428985508,-122.40043440579711,37.71051,-122.399864
232,232,37.71005821052631,37.710961815789474,-122.40043440579711,-122.40157452173914,37.71051,-122.401004
233,233,37.71005821052631,37.710961815789474,-122.40157452173914,-122.40271463768117,37.71051,-122.402145
234,234,37.71005821052631,37.710961815789474,-122.40271463768117,-122.4038547536232,37.71051,-122.403285
235,235,37.71005821052631,37.710961815789474,-122.4038547536232,-122.40499486956523,37.71051,-122.404425
236,236,37.71005821052631,37.710961815789474,-122.40499486956523,-122.40613498550725,37.71051,-122.405565
237,237,37.71005821052631,37.710961815789474,-122.40613498550725,-122.40727510144929,37.71051,-122.406705
238,238,37.71005821052631,37.710961815789474,-122.40727510144929,-122.40841521739131,37.71051,-122.407845
239,239,37.71005821052631,37.710961815789474,-122.40841521739131,-122.40955533333334,37.71051,-122.408985
240,240,37.71005821052631,37.710961815789474,-122.40955533333334,-122.41069544927537,37.71051,-122.410125
241,241,37.71005821052631,37.710961815789474,-122.41069544927537,-122.4118355652174,37.71051,-122.411266
242,242,37.71005821052631,37.710961815789474,-122.4118355652174,-122.41297568115942,37.71051,-122.412406
243,243,37.71005821052631,37.710961815789474,-122.41297568115942,-122.41411579710146,37.71051,-122.413546
244,244,37.71005821052631,37.710961815789474,-122.41411579710146,-122.41525591304348,37.71051,-122.414686
245,245,37.71005821052631,37.710961815789474,-122.41525591304348,-122.41639602898552,37.71051,-122.415826
246,246,37.71005821052631,37.710961815789474,-122.41639602898552,-122.41753614492754,37.71051,-122.416966
247,247,37.71005821052631,37.710961815789474,-122.41753614492754,-122.41867626086957,37.71051,-122.418106
248,248,37.71005821052631,37.710961815789474,-122.41867626086957,-122.4198163768116,37.71051,-122.419246
249,249,37.71005821052631,37.710961815789474,-122.4198163768116,-122.42095649275363,37.71051,-122.420386
250,250,37.71005821052631,37.710961815789474,-122.42095649275363,-122.42209660869565,37.71051,-122.421527
251,251,37.71005821052631,37.710961815789474,-122.42209660869565,-122.42323672463769,37.71051,-122.422667
252,252,37.71005821052631,37.710961815789474,-122.42323672463769,-122.42437684057971,37.71051,-122.423807
253,253,37.71005821052631,37.710961815789474,-122.42437684057971,-122.42551695652175,37.71051,-122.424947
254,254,37.71005821052631,37.710961815789474,-122.42551695652175,-122.42665707246377,37.71051,-122.426087
255,255,37.71005821052631,37.710961815789474,-122.42665707246377,-122.4277971884058,37.71051,-122.427227
256,256,37.71005821052631,37.710961815789474,-122.4277971884058,-122.42893730434783,37.71051,-122.428367
257,257,37.71005821052631,37.710961815789474,-122.42893730434783,-122.43007742028986,37.71051,-122.429507
258,258,37.71005821052631,37.710961815789474,-122.43007742028986,-122.43121753623188,37.71051,-122.430647
259,259,37.71005821052631,37.710961815789474,-122.43121753623188,-122.43235765217392,37.71051,-122.431788
260,260,37.71005821052631,37.710961815789474,-122.43235765217392,-122.43349776811594,37.71051,-122.432928
261,261,37.71005821052631,37.710961815789474,-122.43349776811594,-122.43463788405798,37.71051,-122.434068
262,262,37.71005821052631,37.710961815789474,-122.43463788405798,-122.435778,37.71051,-122.435208
263,263,37.71005821052631,37.710961815789474,-122.435778,-122.43691811594204,37.71051,-122.436348
264,264,37.71005821052631,37.710961815789474,-122.43691811594204,-122.43805823188407,37.71051,-122.437488
265,265,37.71005821052631,37.710961815789474,-122.43805823188407,-122.43919834782609,37.71051,-122.438628
266,266,37.71005821052631,37.710961815789474,-122.43919834782609,-122.44033846376813,37.71051,-122.439768
267,267,37.71005821052631,37.710961815789474,-122.44033846376813,-122.44147857971015,37.71051,-122.440909
268,268,37.71005821052631,37.710961815789474,-122.44147857971015,-122.44261869565219,37.71051,-122.442049
269,269,37.71005821052631,37.710961815789474,-122.44261869565219,-122.44375881159421,37.71051,-122.443189
270,270,37.71005821052631,37.710961815789474,-122.44375881159421,-122.44489892753624,37.71051,-122.444329
271,271,37.71005821052631,37.710961815789474,-122.44489892753624,-122.44603904347827,37.71051,-122.445469
272,272,37.71005821052631,37.710961815789474,-122.44603904347827,-122.4471791594203,37.71051,-122.446609
273,273,37.71005821052631,37.710961815789474,-122.4471791594203,-122.44831927536232,37.71051,-122.447749
274,274,37.71005821052631,37.710961815789474,-122.44831927536232,-122.44945939130436,37.71051,-122.448889
275,275,37.71005821052631,37.710961815789474,-122.44945939130436,-122.45059950724638,37.71051,-122.450029
276,276,37.71005821052631,37.710961815789474,-122.45059950724638,-122.45173962318842,37.71051,-122.45117
277,277,37.71005821052631,37.710961815789474,-122.45173962318842,-122.45287973913044,37.71051,-122.45231
278,278,37.71005821052631,37.710961815789474,-122.45287973913044,-122.45401985507247,37.71051,-122.45345
279,279,37.71005821052631,37.710961815789474,-122.45401985507247,-122.4551599710145,37.71051,-122.45459
280,280,37.71005821052631,37.710961815789474,-122.4551599710145,-122.45630008695653,37.71051,-122.45573
281,281,37.71005821052631,37.710961815789474,-122.45630008695653,-122.45744020289855,37.71051,-122.45687
282,282,37.71005821052631,37.710961815789474,-122.45744020289855,-122.45858031884059,37.71051,-122.45801
283,283,37.71005821052631,37.710961815789474,-122.45858031884059,-122.45972043478261,37.71051,-122.45915
284,284,37.71005821052631,37.710961815789474,-122.45972043478261,-122.46086055072465,37.71051,-122.46029
285,285,37.71005821052631,37.710961815789474,-122.46086055072465,-122.46200066666667,37.71051,-122.461431
286,286,37.71005821052631,37.710961815789474,-122.46200066666667,-122.4631407826087,37.71051,-122.462571
287,287,37.71005821052631,37.710961815789474,-122.4631407826087,-122.46428089855073,37.71051,-122.463711
288,288,37.71005821052631,37.710961815789474,-122.46428089855073,-122.46542101449276,37.71051,-122.464851
289,289,37.71005821052631,37.710961815789474,-122.46542101449276,-122.46656113043478,37.71051,-122.465991
